Unique ID,Human Label,Confused,Concentrating,Bored,Frustrated
1737,Concentrating,0.051,0.944,0.034,0.018
1738,Concentrating,0.044,0.913,0.068,0.024
1739,Concentrating,0.036,0.911,0.079,0.016
1740,Concentrating,0.053,0.866,0.116,0.031
1741,Concentrating,0.052,0.917,0.056,0.031
1742,Concentrating,0.017,0.952,0.042,0.012
1743,Concentrating,0.008,0.982,0.013,0.008
1744,Concentrating,0.011,0.986,0.008,0.005
1745,Concentrating,0.122,0.552,0.425,0.079
1746,Concentrating,0.045,0.921,0.063,0.016
1747,Bored,0.429,0.281,0.522,0.229
1748,Concentrating,0.044,0.945,0.026,0.033
1749,Concentrating,0.029,0.855,0.143,0.024
1750,Concentrating,0.004,0.988,0.01,0.002
1751,Concentrating,0.035,0.96,0.015,0.028
1752,Bored,0.037,0.904,0.075,0.036
1753,Bored,0.67,0.25,0.384,0.349
1754,Concentrating,0.207,0.32,0.626,0.136
1755,Concentrating,0.143,0.656,0.278,0.105
1756,Concentrating,0.028,0.879,0.119,0.019
1757,Concentrating,0.056,0.906,0.07,0.028
1758,Bored,0.176,0.162,0.851,0.094
1759,Concentrating,0.147,0.829,0.064,0.121
1760,Concentrating,0.007,0.988,0.009,0.004
1761,Concentrating,0.028,0.872,0.124,0.023
1762,Concentrating,0.006,0.988,0.009,0.005
1763,Concentrating,0.001,0.997,0.002,0.001
1764,Concentrating,0.001,0.999,0.001,0.0
1765,Concentrating,0.001,0.998,0.002,0.001
1766,Concentrating,0.001,0.998,0.002,0.0
1767,Concentrating,0.111,0.903,0.024,0.07
1768,Concentrating,0.119,0.874,0.06,0.062
1769,Concentrating,0.378,0.624,0.145,0.222
1770,Confused,0.402,0.671,0.048,0.273
1771,Concentrating,0.422,0.564,0.131,0.328
1772,Concentrating,0.12,0.713,0.228,0.093
1773,Concentrating,0.217,0.7,0.205,0.091
1774,Concentrating,0.14,0.871,0.055,0.06
1775,Concentrating,0.035,0.853,0.143,0.023
1776,Concentrating,0.069,0.921,0.031,0.052
1777,Concentrating,0.146,0.574,0.383,0.089
1778,Concentrating,0.12,0.736,0.169,0.145
1779,Concentrating,0.022,0.98,0.003,0.018
1780,Concentrating,0.014,0.965,0.028,0.011
1781,Concentrating,0.14,0.833,0.049,0.144
1782,Concentrating,0.058,0.941,0.028,0.028
1783,Concentrating,0.079,0.928,0.028,0.037
1784,Concentrating,0.025,0.969,0.015,0.018
1785,Concentrating,0.01,0.957,0.041,0.008
1786,Concentrating,0.05,0.826,0.161,0.036
1787,Concentrating,0.008,0.967,0.032,0.005
1788,Concentrating,0.016,0.984,0.007,0.009
1789,Concentrating,0.186,0.639,0.272,0.119
1790,Concentrating,0.029,0.967,0.015,0.018
1791,Concentrating,0.027,0.954,0.032,0.017
1792,Concentrating,0.005,0.939,0.066,0.005
1793,Bored,0.029,0.958,0.026,0.018
1794,Concentrating,0.023,0.965,0.022,0.015
1795,Concentrating,0.011,0.979,0.016,0.008
1796,Bored,0.022,0.927,0.068,0.013
1797,Concentrating,0.024,0.879,0.122,0.015
1798,Concentrating,0.02,0.983,0.005,0.01
1799,Concentrating,0.078,0.866,0.097,0.044
1800,Concentrating,0.029,0.939,0.049,0.015
1801,Concentrating,0.035,0.965,0.014,0.021
1802,Concentrating,0.002,0.996,0.003,0.001
1803,Concentrating,0.013,0.987,0.005,0.008
1804,Concentrating,0.019,0.981,0.008,0.011
1805,Concentrating,0.001,0.997,0.002,0.001
1806,Concentrating,0.031,0.874,0.122,0.02
1807,Concentrating,0.055,0.866,0.115,0.03
1808,Concentrating,0.122,0.891,0.019,0.094
1809,Concentrating,0.169,0.805,0.088,0.112
1810,Concentrating,0.006,0.993,0.004,0.003
1811,Concentrating,0.001,0.998,0.001,0.001
1812,Concentrating,0.149,0.8,0.083,0.144
1813,Concentrating,0.311,0.717,0.084,0.192
1814,Concentrating,0.104,0.875,0.069,0.055
1815,Concentrating,0.122,0.875,0.057,0.063
1816,Concentrating,0.378,0.647,0.154,0.164
1817,Concentrating,0.04,0.964,0.011,0.023
1818,Concentrating,0.089,0.919,0.018,0.065
1819,Concentrating,0.044,0.964,0.01,0.023
1820,Concentrating,0.094,0.917,0.024,0.054
1821,Concentrating,0.16,0.859,0.034,0.106
1822,Concentrating,0.068,0.938,0.012,0.052
1823,Concentrating,0.043,0.96,0.009,0.033
1824,Concentrating,0.045,0.954,0.015,0.032
1825,Concentrating,0.044,0.957,0.01,0.035
1826,Concentrating,0.039,0.951,0.031,0.016
1827,Concentrating,0.267,0.382,0.494,0.194
1828,Concentrating,0.05,0.943,0.033,0.021
1829,Concentrating,0.057,0.888,0.085,0.037
1830,Concentrating,0.022,0.965,0.021,0.018
1831,Frustrated,0.194,0.761,0.105,0.152
1832,Concentrating,0.075,0.938,0.023,0.031
1833,Concentrating,0.188,0.659,0.248,0.12
1834,Concentrating,0.05,0.923,0.056,0.022
1835,Concentrating,0.003,0.997,0.002,0.002
1836,Concentrating,0.048,0.938,0.03,0.036
1837,Confused,0.74,0.409,0.182,0.327
1838,Concentrating,0.239,0.706,0.161,0.136
1839,Concentrating,0.009,0.987,0.008,0.005
1840,Concentrating,0.028,0.776,0.238,0.021
1841,Frustrated,0.102,0.65,0.318,0.079
1842,Concentrating,0.098,0.868,0.09,0.038
1843,Concentrating,0.042,0.797,0.196,0.039
1844,Concentrating,0.011,0.989,0.004,0.006
1845,Concentrating,0.194,0.374,0.552,0.163
1846,Concentrating,0.165,0.729,0.182,0.109
1847,Concentrating,0.044,0.85,0.142,0.025
1848,Concentrating,0.043,0.928,0.056,0.016
1849,Concentrating,0.099,0.922,0.027,0.037
1850,Concentrating,0.015,0.962,0.035,0.005
1851,Concentrating,0.017,0.925,0.071,0.015
1852,Concentrating,0.014,0.986,0.006,0.007
1853,Concentrating,0.092,0.86,0.089,0.06
1854,Concentrating,0.252,0.339,0.583,0.141
1855,Concentrating,0.007,0.982,0.014,0.006
1856,Concentrating,0.254,0.182,0.707,0.236
1857,Concentrating,0.032,0.968,0.01,0.021
1858,Concentrating,0.002,0.996,0.003,0.001
1859,Concentrating,0.0,0.999,0.001,0.0
1860,Concentrating,0.001,0.999,0.001,0.0
1861,Concentrating,0.001,0.998,0.002,0.0
1862,Concentrating,0.116,0.68,0.281,0.075
1863,Concentrating,0.065,0.903,0.067,0.032
1864,Concentrating,0.06,0.938,0.033,0.025
1865,Bored,0.058,0.495,0.546,0.035
1866,Concentrating,0.065,0.844,0.135,0.033
1867,Confused,0.376,0.45,0.365,0.199
1868,Concentrating,0.399,0.508,0.291,0.193
1869,Concentrating,0.01,0.988,0.007,0.004
1870,Bored,0.334,0.35,0.511,0.18
1871,Concentrating,0.026,0.939,0.049,0.018
1872,Concentrating,0.033,0.857,0.141,0.021
1873,Concentrating,0.024,0.97,0.016,0.015
1874,Concentrating,0.448,0.478,0.271,0.249
1875,Concentrating,0.033,0.882,0.111,0.022
1876,Concentrating,0.055,0.891,0.081,0.038
1877,Concentrating,0.018,0.966,0.025,0.01
1878,Concentrating,0.039,0.961,0.011,0.029
1879,Concentrating,0.029,0.961,0.023,0.019
1880,Concentrating,0.014,0.988,0.004,0.008
1881,Concentrating,0.001,0.998,0.001,0.001
1882,Concentrating,0.001,0.999,0.001,0.0
1883,Concentrating,0.019,0.982,0.007,0.011
1884,Concentrating,0.026,0.833,0.172,0.022
1885,Bored,0.027,0.953,0.036,0.012
1886,Concentrating,0.107,0.797,0.161,0.052
1887,Concentrating,0.014,0.988,0.004,0.005
1888,Concentrating,0.247,0.383,0.502,0.192
1889,Concentrating,0.188,0.647,0.243,0.148
1890,Concentrating,0.024,0.807,0.203,0.021
1891,Concentrating,0.132,0.795,0.119,0.107
1892,Concentrating,0.045,0.913,0.065,0.03
1893,Concentrating,0.109,0.826,0.112,0.076
1894,Concentrating,0.022,0.791,0.226,0.015
1895,Concentrating,0.167,0.832,0.069,0.095
1896,Concentrating,0.112,0.865,0.061,0.082
1897,Concentrating,0.125,0.901,0.027,0.06
1898,Bored,0.178,0.69,0.237,0.085
1899,Concentrating,0.187,0.517,0.411,0.123
1900,Concentrating,0.023,0.786,0.227,0.021
1901,Concentrating,0.015,0.971,0.022,0.009
1902,Concentrating,0.005,0.996,0.001,0.002
1903,Concentrating,0.098,0.918,0.024,0.052
1904,Concentrating,0.006,0.993,0.002,0.005
1905,Concentrating,0.006,0.991,0.005,0.005
1906,Concentrating,0.008,0.992,0.002,0.006
1907,Concentrating,0.029,0.819,0.183,0.027
1908,Bored,0.123,0.839,0.109,0.047
1909,Concentrating,0.006,0.994,0.003,0.003
1910,Concentrating,0.046,0.607,0.424,0.028
1911,Concentrating,0.042,0.961,0.014,0.022
1912,Concentrating,0.002,0.995,0.005,0.001
1913,Concentrating,0.001,0.996,0.003,0.001
1914,Concentrating,0.001,0.996,0.004,0.001
1915,Concentrating,0.026,0.778,0.237,0.019
1916,Concentrating,0.086,0.918,0.026,0.055
1917,Concentrating,0.011,0.974,0.021,0.007
1918,Concentrating,0.071,0.489,0.526,0.071
1919,Concentrating,0.01,0.982,0.012,0.007
1920,Concentrating,0.004,0.995,0.003,0.002
1921,Concentrating,0.258,0.752,0.096,0.141
1922,Concentrating,0.725,0.072,0.279,0.818
1923,Concentrating,0.012,0.983,0.01,0.008
1924,Concentrating,0.114,0.736,0.23,0.051
1925,Concentrating,0.02,0.95,0.045,0.009
1926,Concentrating,0.018,0.979,0.009,0.013
1927,Concentrating,0.266,0.709,0.146,0.135
1928,Concentrating,0.027,0.931,0.058,0.019
1929,Frustrated,0.57,0.322,0.128,0.692
1930,Concentrating,0.013,0.953,0.046,0.007
1931,Bored,0.386,0.242,0.499,0.369
1932,Bored,0.032,0.716,0.304,0.025
1933,Concentrating,0.031,0.879,0.117,0.019
1934,Concentrating,0.044,0.902,0.082,0.023
1935,Confused,0.785,0.452,0.119,0.315
1936,Bored,0.542,0.329,0.403,0.255
1937,Concentrating,0.01,0.963,0.034,0.009
1938,Concentrating,0.098,0.753,0.204,0.071
1939,Concentrating,0.003,0.996,0.003,0.002
1940,Concentrating,0.188,0.716,0.172,0.133
1941,Concentrating,0.008,0.985,0.011,0.005
1942,Concentrating,0.095,0.798,0.15,0.076
1943,Bored,0.047,0.8,0.195,0.032
1944,Concentrating,0.009,0.979,0.016,0.007
1945,Concentrating,0.031,0.969,0.014,0.015
1946,Concentrating,0.426,0.536,0.218,0.238
1947,Concentrating,0.044,0.964,0.008,0.026
1948,Concentrating,0.096,0.791,0.157,0.077
1949,Concentrating,0.024,0.898,0.1,0.016
1950,Concentrating,0.065,0.739,0.252,0.043
1951,Concentrating,0.009,0.99,0.004,0.005
1952,Concentrating,0.119,0.842,0.072,0.102
1953,Confused,0.184,0.355,0.614,0.106
1954,Concentrating,0.004,0.982,0.017,0.003
1955,Concentrating,0.035,0.745,0.271,0.022
1956,Concentrating,0.128,0.866,0.051,0.085
1957,Confused,0.66,0.344,0.246,0.399
1958,Concentrating,0.06,0.505,0.524,0.051
1959,Concentrating,0.009,0.991,0.003,0.007
1960,Concentrating,0.016,0.985,0.007,0.008
1961,Concentrating,0.318,0.61,0.209,0.186
1962,Concentrating,0.038,0.93,0.053,0.022
1963,Bored,0.155,0.487,0.485,0.084
1964,Concentrating,0.103,0.716,0.235,0.088
1965,Concentrating,0.371,0.626,0.055,0.369
1966,Concentrating,0.311,0.467,0.391,0.167
1967,Concentrating,0.222,0.744,0.066,0.227
1968,Concentrating,0.032,0.951,0.035,0.015
1969,Concentrating,0.272,0.64,0.184,0.201
1970,Concentrating,0.038,0.894,0.096,0.019
1971,Concentrating,0.004,0.995,0.003,0.002
1972,Concentrating,0.007,0.985,0.011,0.006
1973,Concentrating,0.033,0.899,0.092,0.021
1974,Bored,0.256,0.393,0.527,0.126
1975,Concentrating,0.212,0.759,0.099,0.155
1976,Concentrating,0.012,0.979,0.014,0.009
1977,Concentrating,0.007,0.99,0.006,0.004
1978,Concentrating,0.025,0.976,0.01,0.012
1979,Concentrating,0.032,0.722,0.298,0.025
1980,Concentrating,0.014,0.963,0.031,0.011
1981,Concentrating,0.028,0.79,0.223,0.017
1982,Concentrating,0.029,0.836,0.17,0.017
1983,Concentrating,0.01,0.978,0.015,0.009
1984,Frustrated,0.079,0.91,0.029,0.072
1985,Concentrating,0.058,0.931,0.035,0.034
1986,Concentrating,0.016,0.957,0.038,0.008
1987,Concentrating,0.049,0.838,0.142,0.044
1988,Concentrating,0.035,0.812,0.189,0.027
1989,Concentrating,0.026,0.787,0.227,0.02
1990,Concentrating,0.156,0.83,0.07,0.103
1991,Concentrating,0.114,0.866,0.061,0.079
1992,Bored,0.114,0.408,0.608,0.062
1993,Concentrating,0.186,0.83,0.05,0.115
1994,Concentrating,0.033,0.707,0.31,0.031
1995,Concentrating,0.005,0.995,0.003,0.002
1996,Concentrating,0.017,0.987,0.003,0.009
1997,Concentrating,0.087,0.913,0.034,0.049
1998,Concentrating,0.056,0.954,0.011,0.032
1999,Concentrating,0.144,0.699,0.243,0.081
2000,Concentrating,0.216,0.64,0.171,0.26
2001,Concentrating,0.12,0.742,0.225,0.045
2002,Concentrating,0.182,0.261,0.727,0.102
2003,Concentrating,0.016,0.973,0.02,0.008
2004,Concentrating,0.008,0.978,0.02,0.004
2005,Concentrating,0.077,0.941,0.012,0.04
2006,Concentrating,0.042,0.831,0.166,0.023
2007,Frustrated,0.732,0.117,0.38,0.564
2008,Concentrating,0.057,0.946,0.008,0.051
2009,Concentrating,0.042,0.852,0.141,0.024
2010,Confused,0.892,0.204,0.202,0.578
2011,Concentrating,0.04,0.957,0.02,0.023
2012,Concentrating,0.049,0.949,0.007,0.051
2013,Concentrating,0.06,0.921,0.045,0.035
2014,Frustrated,0.235,0.195,0.715,0.212
2015,Concentrating,0.129,0.848,0.055,0.111
2016,Concentrating,0.035,0.915,0.065,0.032
2017,Concentrating,0.193,0.797,0.066,0.148
2018,Concentrating,0.058,0.953,0.014,0.027
2019,Concentrating,0.017,0.988,0.003,0.007
2020,Concentrating,0.016,0.946,0.051,0.01
2021,Concentrating,0.016,0.982,0.009,0.009
2022,Concentrating,0.033,0.756,0.258,0.024
2023,Concentrating,0.005,0.988,0.009,0.004
2024,Concentrating,0.015,0.919,0.083,0.009
2025,Bored,0.024,0.811,0.198,0.021
2026,Concentrating,0.008,0.983,0.014,0.005
2027,Concentrating,0.036,0.953,0.022,0.029
2028,Concentrating,0.016,0.938,0.059,0.01
2029,Concentrating,0.081,0.815,0.155,0.045
2030,Bored,0.123,0.557,0.43,0.062
2031,Bored,0.349,0.357,0.478,0.211
2032,Concentrating,0.023,0.973,0.013,0.016
2033,Confused,0.069,0.906,0.048,0.054
2034,Concentrating,0.029,0.847,0.158,0.016
2035,Concentrating,0.022,0.946,0.047,0.011
2036,Concentrating,0.054,0.901,0.08,0.02
2037,Concentrating,0.049,0.954,0.021,0.019
2038,Concentrating,0.077,0.932,0.031,0.027
2039,Concentrating,0.012,0.988,0.006,0.004
2040,Concentrating,0.019,0.982,0.004,0.015
2041,Frustrated,0.456,0.13,0.568,0.422
2042,Concentrating,0.076,0.899,0.043,0.071
2043,Confused,0.1,0.908,0.038,0.045
2044,Bored,0.33,0.598,0.186,0.238
2045,Concentrating,0.007,0.986,0.011,0.004
2046,Bored,0.027,0.797,0.211,0.027
2047,Bored,0.22,0.278,0.672,0.132
2048,Concentrating,0.087,0.855,0.095,0.064
2049,Concentrating,0.221,0.65,0.253,0.105
2050,Bored,0.034,0.416,0.66,0.018
2051,Concentrating,0.048,0.845,0.146,0.025
2052,Concentrating,0.008,0.99,0.006,0.003
2053,Concentrating,0.198,0.79,0.091,0.117
2054,Bored,0.255,0.345,0.57,0.147
2055,Concentrating,0.006,0.988,0.01,0.003
2056,Concentrating,0.003,0.994,0.005,0.002
2057,Confused,0.556,0.319,0.325,0.389
2058,Concentrating,0.295,0.641,0.175,0.199
2059,Concentrating,0.169,0.801,0.071,0.148
2060,Concentrating,0.004,0.986,0.013,0.003
2061,Concentrating,0.809,0.222,0.292,0.456
2062,Frustrated,0.565,0.319,0.31,0.407
2063,Concentrating,0.257,0.498,0.371,0.179
2064,Concentrating,0.093,0.901,0.029,0.077
2065,Concentrating,0.016,0.984,0.007,0.007
2066,Concentrating,0.064,0.929,0.029,0.043
2067,Concentrating,0.062,0.919,0.045,0.038
2068,Concentrating,0.069,0.473,0.555,0.054
2069,Concentrating,0.001,0.998,0.002,0.001
2070,Concentrating,0.4,0.504,0.241,0.281
2071,Concentrating,0.016,0.965,0.025,0.015
2072,Concentrating,0.199,0.495,0.442,0.108
2073,Concentrating,0.166,0.132,0.879,0.112
2074,Concentrating,0.02,0.977,0.013,0.01
2075,Bored,0.152,0.783,0.129,0.101
2076,Concentrating,0.012,0.977,0.016,0.009
2077,Bored,0.331,0.478,0.251,0.359
2078,Concentrating,0.025,0.856,0.148,0.016
2079,Concentrating,0.051,0.863,0.118,0.034
2080,Concentrating,0.049,0.911,0.067,0.027
2081,Concentrating,0.002,0.998,0.001,0.001
2082,Bored,0.069,0.399,0.647,0.046
2083,Concentrating,0.206,0.744,0.113,0.163
2084,Concentrating,0.006,0.984,0.014,0.005
2085,Concentrating,0.136,0.673,0.274,0.084
2086,Concentrating,0.026,0.974,0.01,0.016
2087,Concentrating,0.002,0.997,0.002,0.001
2088,Concentrating,0.005,0.985,0.014,0.002
2089,Bored,0.223,0.624,0.289,0.094
2090,Concentrating,0.128,0.882,0.043,0.067
2091,Confused,0.305,0.637,0.187,0.179
2092,Concentrating,0.011,0.904,0.103,0.008
2093,Concentrating,0.176,0.431,0.5,0.15
2094,Frustrated,0.437,0.329,0.315,0.467
2095,Concentrating,0.056,0.948,0.016,0.034
2096,Bored,0.064,0.662,0.335,0.056
2097,Concentrating,0.046,0.953,0.018,0.029
2098,Concentrating,0.058,0.891,0.082,0.035
2099,Concentrating,0.003,0.995,0.004,0.001
2100,Bored,0.117,0.178,0.872,0.069
2101,Concentrating,0.007,0.984,0.012,0.006
2102,Concentrating,0.097,0.823,0.135,0.052
2103,Concentrating,0.034,0.614,0.425,0.022
2104,Concentrating,0.005,0.994,0.004,0.002
2105,Concentrating,0.017,0.968,0.022,0.013
2106,Concentrating,0.094,0.579,0.423,0.051
2107,Concentrating,0.097,0.853,0.096,0.059
2108,Concentrating,0.02,0.969,0.021,0.012
2109,Frustrated,0.464,0.113,0.411,0.703
2110,Concentrating,0.096,0.826,0.134,0.048
2111,Concentrating,0.061,0.947,0.01,0.042
2112,Concentrating,0.025,0.929,0.063,0.017
2113,Concentrating,0.029,0.915,0.074,0.021
2114,Concentrating,0.018,0.966,0.025,0.011
2115,Confused,0.409,0.619,0.1,0.284
2116,Bored,0.151,0.039,1.0,0.104
2117,Concentrating,0.035,0.947,0.03,0.028
2118,Concentrating,0.01,0.962,0.036,0.006
2119,Concentrating,0.006,0.979,0.019,0.005
2120,Concentrating,0.208,0.785,0.071,0.152
2121,Concentrating,0.007,0.989,0.007,0.005
2122,Concentrating,0.02,0.902,0.099,0.013
2123,Concentrating,0.163,0.75,0.175,0.08
2124,Concentrating,0.296,0.723,0.086,0.185
2125,Concentrating,0.099,0.87,0.077,0.055
2126,Concentrating,0.051,0.951,0.022,0.022
2127,Concentrating,0.007,0.97,0.029,0.006
2128,Concentrating,0.176,0.769,0.141,0.091
2129,Concentrating,0.012,0.949,0.048,0.01
2130,Concentrating,0.043,0.921,0.059,0.025
2131,Concentrating,0.088,0.931,0.027,0.029
2132,Concentrating,0.028,0.959,0.028,0.014
2133,Concentrating,0.015,0.985,0.006,0.008
2134,Concentrating,0.04,0.955,0.02,0.026
2135,Concentrating,0.062,0.885,0.086,0.039
2136,Concentrating,0.015,0.97,0.024,0.007
2137,Concentrating,0.053,0.926,0.046,0.03
2138,Concentrating,0.119,0.802,0.139,0.07
2139,Bored,0.139,0.862,0.044,0.096
2140,Concentrating,0.004,0.996,0.003,0.001
2141,Concentrating,0.015,0.948,0.047,0.013
2142,Concentrating,0.031,0.969,0.016,0.012
2143,Concentrating,0.069,0.632,0.36,0.07
2144,Concentrating,0.019,0.914,0.084,0.014
2145,Bored,0.053,0.837,0.149,0.034
2146,Concentrating,0.039,0.74,0.271,0.029
2147,Concentrating,0.026,0.778,0.235,0.023
2148,Concentrating,0.012,0.99,0.003,0.006
2149,Concentrating,0.031,0.963,0.019,0.018
2150,Bored,0.169,0.252,0.743,0.102
2151,Concentrating,0.03,0.845,0.151,0.028
2152,Concentrating,0.018,0.882,0.122,0.013
2153,Concentrating,0.254,0.513,0.336,0.208
2154,Concentrating,0.022,0.944,0.048,0.014
2155,Concentrating,0.08,0.857,0.106,0.045
2156,Concentrating,0.009,0.967,0.031,0.006
2157,Concentrating,0.084,0.866,0.1,0.036
2158,Concentrating,0.035,0.962,0.016,0.022
2159,Concentrating,0.008,0.983,0.014,0.004
2160,Concentrating,0.077,0.875,0.094,0.033
2161,Concentrating,0.061,0.937,0.028,0.034
2162,Concentrating,0.042,0.937,0.039,0.028
2163,Concentrating,0.024,0.934,0.056,0.019
2164,Concentrating,0.007,0.974,0.024,0.005
2165,Concentrating,0.001,0.997,0.002,0.001
2166,Concentrating,0.034,0.894,0.099,0.019
2167,Bored,0.008,0.975,0.022,0.007
2168,Concentrating,0.028,0.89,0.106,0.019
2169,Bored,0.062,0.613,0.401,0.043
2170,Concentrating,0.022,0.974,0.016,0.008
2171,Concentrating,0.097,0.87,0.067,0.073
2172,Concentrating,0.107,0.912,0.018,0.066
2173,Concentrating,0.001,0.997,0.003,0.001
2174,Concentrating,0.004,0.991,0.008,0.002
2175,Confused,0.349,0.682,0.093,0.218
2176,Concentrating,0.003,0.99,0.01,0.002
2177,Concentrating,0.223,0.832,0.042,0.101
2178,Concentrating,0.381,0.718,0.034,0.221
2179,Concentrating,0.007,0.957,0.045,0.004
2180,Concentrating,0.09,0.638,0.352,0.055
2181,Concentrating,0.011,0.907,0.101,0.006
2182,Concentrating,0.184,0.578,0.35,0.11
2183,Concentrating,0.096,0.567,0.422,0.074
2184,Concentrating,0.002,0.996,0.003,0.001
2185,Concentrating,0.1,0.917,0.024,0.051
2186,Concentrating,0.006,0.985,0.013,0.004
2187,Concentrating,0.033,0.97,0.006,0.024
2188,Concentrating,0.027,0.979,0.003,0.015
2189,Concentrating,0.075,0.849,0.091,0.089
2190,Concentrating,0.027,0.813,0.192,0.026
2191,Concentrating,0.026,0.805,0.206,0.02
2192,Bored,0.119,0.657,0.327,0.042
2193,Concentrating,0.017,0.979,0.011,0.01
2194,Concentrating,0.028,0.765,0.253,0.017
2195,Concentrating,0.187,0.657,0.205,0.191
2196,Concentrating,0.086,0.804,0.151,0.069
2197,Concentrating,0.24,0.497,0.371,0.191
2198,Concentrating,0.158,0.767,0.142,0.105
2199,Concentrating,0.005,0.976,0.024,0.003
2200,Concentrating,0.02,0.922,0.077,0.01
2201,Concentrating,0.004,0.995,0.004,0.001
2202,Concentrating,0.004,0.994,0.005,0.001
2203,Concentrating,0.009,0.973,0.024,0.006
2204,Frustrated,0.34,0.217,0.557,0.354
2205,Concentrating,0.02,0.896,0.106,0.011
2206,Concentrating,0.003,0.991,0.008,0.003
2207,Concentrating,0.036,0.965,0.015,0.017
2208,Concentrating,0.004,0.984,0.016,0.002
2209,Concentrating,0.006,0.987,0.011,0.004
2210,Concentrating,0.001,0.998,0.002,0.001
2211,Concentrating,0.067,0.933,0.033,0.03
2212,Concentrating,0.001,0.998,0.001,0.001
2213,Concentrating,0.01,0.988,0.006,0.005
2214,Concentrating,0.006,0.991,0.006,0.004
2215,Concentrating,0.024,0.854,0.147,0.023
2216,Concentrating,0.001,0.998,0.001,0.001
2217,Concentrating,0.092,0.88,0.065,0.06
2218,Concentrating,0.106,0.87,0.046,0.1
2219,Concentrating,0.013,0.981,0.013,0.006
2220,Concentrating,0.27,0.245,0.653,0.193
2221,Concentrating,0.026,0.814,0.197,0.018
2222,Concentrating,0.018,0.968,0.022,0.012
2223,Concentrating,0.028,0.875,0.125,0.017
2224,Concentrating,0.032,0.711,0.311,0.024
2225,Bored,0.023,0.931,0.063,0.013
2226,Bored,0.237,0.495,0.371,0.198
2227,Concentrating,0.094,0.824,0.126,0.067
2228,Frustrated,0.56,0.436,0.169,0.418
2229,Bored,0.215,0.771,0.082,0.156
2230,Concentrating,0.124,0.814,0.088,0.127
2231,Bored,0.066,0.699,0.299,0.042
2232,Concentrating,0.396,0.52,0.296,0.163
2233,Concentrating,0.209,0.733,0.144,0.132
2234,Concentrating,0.027,0.821,0.185,0.022
2235,Concentrating,0.225,0.279,0.65,0.164
2236,Concentrating,0.007,0.984,0.013,0.005
2237,Concentrating,0.658,0.342,0.23,0.429
2238,Concentrating,0.012,0.971,0.025,0.007
2239,Concentrating,0.03,0.94,0.048,0.016
2240,Concentrating,0.174,0.651,0.265,0.116
2241,Concentrating,0.022,0.912,0.085,0.015
2242,Confused,0.42,0.258,0.34,0.573
2243,Concentrating,0.392,0.499,0.242,0.293
2244,Confused,0.175,0.537,0.396,0.12
2245,Confused,0.57,0.258,0.425,0.333
2246,Concentrating,0.295,0.758,0.069,0.147
2247,Concentrating,0.05,0.942,0.022,0.041
2248,Concentrating,0.161,0.848,0.072,0.062
2249,Concentrating,0.01,0.968,0.028,0.008
2250,Bored,0.133,0.665,0.284,0.085
2251,Concentrating,0.006,0.983,0.015,0.004
2252,Concentrating,0.004,0.988,0.012,0.002
2253,Concentrating,0.016,0.969,0.024,0.01
2254,Concentrating,0.014,0.983,0.01,0.007
2255,Concentrating,0.032,0.967,0.01,0.024
2256,Concentrating,0.008,0.981,0.014,0.007
2257,Bored,0.196,0.583,0.332,0.121
2258,Concentrating,0.043,0.895,0.09,0.024
2259,Concentrating,0.005,0.989,0.009,0.003
2260,Concentrating,0.037,0.968,0.007,0.024
2261,Concentrating,0.061,0.947,0.005,0.051
2262,Concentrating,0.004,0.989,0.01,0.002
2263,Bored,0.232,0.327,0.562,0.209
2264,Concentrating,0.035,0.966,0.012,0.02
2265,Bored,0.083,0.348,0.704,0.041
2266,Concentrating,0.043,0.904,0.076,0.03
2267,Concentrating,0.045,0.892,0.094,0.022
2268,Concentrating,0.086,0.601,0.4,0.052
2269,Concentrating,0.017,0.952,0.043,0.012
2270,Bored,0.319,0.398,0.413,0.257
2271,Concentrating,0.012,0.963,0.032,0.01
2272,Confused,0.38,0.573,0.126,0.35
2273,Bored,0.168,0.383,0.526,0.204
2274,Concentrating,0.015,0.986,0.005,0.009
2275,Concentrating,0.039,0.848,0.148,0.023
2276,Bored,0.003,0.992,0.007,0.002
2277,Concentrating,0.041,0.854,0.138,0.026
2278,Concentrating,0.236,0.727,0.085,0.221
2279,Concentrating,0.008,0.99,0.006,0.005
2280,Confused,0.216,0.297,0.656,0.126
2281,Concentrating,0.044,0.944,0.037,0.017
2282,Concentrating,0.051,0.913,0.065,0.027
2283,Frustrated,0.276,0.732,0.073,0.204
2284,Concentrating,0.003,0.989,0.011,0.001
2285,Concentrating,0.034,0.898,0.095,0.017
2286,Concentrating,0.005,0.985,0.012,0.004
2287,Concentrating,0.244,0.546,0.331,0.159
2288,Concentrating,0.042,0.965,0.01,0.023
2289,Bored,0.09,0.298,0.756,0.048
2290,Concentrating,0.101,0.902,0.041,0.052
2291,Concentrating,0.128,0.656,0.304,0.074
2292,Concentrating,0.01,0.989,0.005,0.006
2293,Frustrated,0.077,0.884,0.069,0.056
2294,Bored,0.019,0.869,0.139,0.012
2295,Concentrating,0.01,0.975,0.02,0.008
2296,Concentrating,0.005,0.99,0.008,0.003
2297,Concentrating,0.007,0.97,0.029,0.006
2298,Concentrating,0.005,0.986,0.012,0.003
2299,Concentrating,0.019,0.974,0.013,0.015
2300,Concentrating,0.003,0.997,0.001,0.002
